Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,New_price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Age,Cost_Efficiency
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,15.8,1499.0,110.0,5.0,4.78 Lakh,6.5,4.78,False,True,True,12,0.4113924050632911
3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,First,18.9,1197.0,82.0,5.0,4.78 Lakh,4.25,4.78,False,True,True,9,0.22486772486772488
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,18.2,1199.0,82.4,5.0,4.78 Lakh,5.5,4.78,False,True,True,11,0.30219780219780223
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,First,20.85,1197.0,83.14,5.0,4.78 Lakh,4.0,4.78,False,True,True,10,0.19184652278177458
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,17.57,1193.0,88.7,5.0,7.63 Lakh,4.65,7.63,False,True,True,8,0.2646556630620376
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,19.27,2143.0,170.0,5.0,4.78 Lakh,28.5,4.78,False,False,False,10,1.4789828749351324
3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,17.3,1998.0,163.7,5.0,4.78 Lakh,7.11,4.78,False,False,True,11,0.41098265895953756
3171,Maruti Ritz VDi,Hyderabad,2013,85388,First,21.1,1248.0,73.9,5.0,4.78 Lakh,3.9,4.78,False,False,True,12,0.1848341232227488
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,18.9,1197.0,81.86,5.0,4.78 Lakh,5.6,4.78,False,True,True,8,0.2962962962962963
3173,Maruti Dzire LDI,Pune,2012,150000,Third,28.4,1248.0,73.75,5.0,7.91 Lakh,2.25,7.91,False,False,True,13,0.07922535211267606
3174,Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,22.32,1582.0,126.32,5.0,4.78 Lakh,3.9,4.78,False,False,True,14,0.1747311827956989
3175,Jaguar XF Diesel,Coimbatore,2014,82536,First,14.74,2993.0,270.9,5.0,4.78 Lakh,28.63,4.78,False,False,False,11,1.9423337856173677
3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,13.7,1798.0,157.75,5.0,4.78 Lakh,7.25,4.78,False,True,False,12,0.5291970802919709
3177,Maruti Wagon R LXI,Pune,2006,52000,Second,18.9,998.0,67.1,5.0,4.78 Lakh,2.0,4.78,False,True,True,19,0.10582010582010583
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,16.47,1198.0,73.9,5.0,4.78 Lakh,3.5,4.78,False,True,True,14,0.2125075895567699
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,14.8,1799.0,130.2,5.0,4.78 Lakh,5.0,4.78,False,True,True,14,0.33783783783783783
3181,Maruti Wagon R VXI,Chennai,2014,52000,First,22.5,998.0,67.04,5.0,5.51 Lakh,3.45,5.51,False,True,True,11,0.15333333333333335
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,First,23.4,1248.0,74.0,5.0,4.78 Lakh,4.5,4.78,False,False,True,12,0.19230769230769232
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,13.0,1591.0,121.3,5.0,4.78 Lakh,14.36,4.78,False,True,False,7,1.1046153846153846
3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,First,18.9,1197.0,82.0,5.0,4.78 Lakh,5.5,4.78,False,True,True,9,0.29100529100529104
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,23.08,1461.0,63.1,5.0,4.78 Lakh,3.0,4.78,False,False,True,12,0.12998266897746968
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,18.9,1197.0,81.86,5.0,8.1 Lakh,6.08,8.1,False,True,True,8,0.3216931216931217
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,20.54,1598.0,103.6,5.0,4.78 Lakh,5.0,4.78,False,False,True,12,0.24342745861733203
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,12.55,2982.0,168.5,7.0,4.78 Lakh,20.25,4.78,False,False,False,10,1.6135458167330676
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,11.36,2755.0,171.5,7.0,20.97 Lakh,18.0,20.97,False,False,False,7,1.5845070422535212
3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,20.0,2143.0,107.3,5.0,4.78 Lakh,17.5,4.78,False,False,False,10,0.875
3192,Hyundai EON D Lite,Pune,2013,30000,First,21.1,814.0,55.2,5.0,4.78 Lakh,2.1,4.78,False,True,True,12,0.0995260663507109
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,22.7,1582.0,126.24,5.0,4.78 Lakh,7.5,4.78,False,False,True,13,0.3303964757709251
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,20.7,1496.0,113.98,4.0,34.89 Lakh,24.77,34.89,False,False,False,10,1.1966183574879228
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,19.64,1461.0,108.45,5.0,4.78 Lakh,8.65,4.78,False,False,True,10,0.4404276985743381
3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,10.91,3198.0,197.0,7.0,4.78 Lakh,35.5,4.78,False,False,False,6,3.2538955087076076
3197,Toyota Corolla Altis GL MT,Delhi,2014,60750,First,14.28,1798.0,138.03,5.0,4.78 Lakh,10.5,4.78,False,True,True,11,0.7352941176470589
3198,Mahindra XUV500 W7,Delhi,2018,9000,First,14.0,2179.0,155.0,7.0,16.4 Lakh,13.0,16.4,False,False,True,7,0.9285714285714286
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,16.77,2993.0,261.49,5.0,1.66 Cr,26.5,1.66,False,False,False,13,1.5802027429934407
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,17.3,1061.0,64.0,5.0,4.78 Lakh,1.4,4.78,False,True,True,21,0.08092485549132947
3201,Honda City i VTEC SV,Kochi,2017,38424,First,17.8,1497.0,117.3,5.0,4.78 Lakh,7.51,4.78,False,True,True,8,0.42191011235955056
3202,Maruti Swift VDI,Delhi,2014,50000,First,22.9,1248.0,74.0,5.0,4.78 Lakh,4.3,4.78,False,False,True,11,0.18777292576419213
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,18.0,1497.0,117.3,5.0,15.29 Lakh,8.95,15.29,False,True,False,10,0.4972222222222222
3204,Maruti Ertiga VDI,Kochi,2015,58734,First,20.77,1248.0,88.76,7.0,4.78 Lakh,6.91,4.78,False,False,True,10,0.33269138180067404
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,19.01,1461.0,108.45,5.0,4.78 Lakh,9.75,4.78,False,False,True,9,0.5128879537085744
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,19.3,1248.0,73.9,5.0,4.78 Lakh,4.0,4.78,False,False,True,15,0.20725388601036268
3207,Maruti Ritz VDi,Hyderabad,2011,79000,First,23.2,1248.0,73.94,5.0,4.78 Lakh,3.65,4.78,False,False,True,14,0.15732758620689655
3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,15.1,2179.0,140.0,7.0,4.78 Lakh,10.75,4.78,False,False,True,12,0.7119205298013245
3209,Honda Brio S MT,Kochi,2015,49133,First,19.4,1198.0,86.8,5.0,4.78 Lakh,4.51,4.78,False,True,True,10,0.23247422680412372
3210,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,0.0,2987.0,165.0,5.0,4.78 Lakh,49.22,4.78,False,False,False,9,
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,21.02,1248.0,88.8,5.0,4.78 Lakh,3.7,4.78,False,False,True,11,0.17602283539486205
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,4.78 Lakh,12.99,4.78,False,False,True,11,1.01484375
3213,Maruti Swift VXI,Delhi,2015,62088,First,18.6,1197.0,85.8,5.0,4.78 Lakh,4.15,4.78,False,True,True,10,0.22311827956989247
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,17.01,1591.0,121.3,5.0,4.78 Lakh,4.4,4.78,False,True,True,13,0.2586713697824809
3215,Honda Mobilio S i VTEC,Kolkata,2015,26000,First,17.3,1497.0,117.3,7.0,4.78 Lakh,4.25,4.78,False,True,True,10,0.24566473988439305
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,First,18.0,1198.0,86.7,5.0,4.78 Lakh,4.25,4.78,False,True,True,8,0.2361111111111111
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,18.0,1497.0,117.3,5.0,14.67 Lakh,7.7,14.67,False,True,False,8,0.4277777777777778
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,4.78 Lakh,39.75,4.78,False,False,False,10,3.12992125984252
3219,Honda City i-VTEC V,Mumbai,2017,11000,First,17.4,1497.0,117.3,5.0,12.57 Lakh,8.5,12.57,False,True,True,8,0.4885057471264368
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,9.5,2997.0,231.1,5.0,4.78 Lakh,7.0,4.78,False,True,False,17,0.7368421052631579
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,13.8,1299.0,70.0,5.0,4.78 Lakh,0.8,4.78,False,True,True,23,0.057971014492753624
3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,13.0,2982.0,168.5,7.0,4.78 Lakh,15.25,4.78,False,False,True,12,1.1730769230769231
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,First,19.0,998.0,66.1,5.0,4.78 Lakh,2.25,4.78,False,True,True,17,0.11842105263157894
3224,Tata Sumo EX,Kolkata,2016,46300,First,14.07,1948.0,83.1,7.0,4.78 Lakh,4.85,4.78,False,False,True,9,0.34470504619758346
3225,Honda City V AT,Coimbatore,2012,60908,Second,15.6,1497.0,116.3,5.0,4.78 Lakh,6.42,4.78,False,True,False,13,0.4115384615384615
3226,Nissan Micra XV D,Chennai,2012,93450,Second,23.19,1461.0,63.12,5.0,9.48 Lakh,2.5,9.48,False,False,True,13,0.10780508840017249
3227,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,19.08,1582.0,126.32,5.0,4.78 Lakh,5.75,4.78,False,False,False,14,0.30136268343815514
3228,Maruti 800 Std,Pune,2003,52000,First,16.1,796.0,37.0,4.0,4.78 Lakh,0.5,4.78,False,True,True,22,0.03105590062111801
3229,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,15.1,2179.0,140.0,7.0,4.78 Lakh,11.52,4.78,False,False,True,10,0.7629139072847682
3230,Maruti SX4 VDI,Delhi,2014,90000,First,21.5,1248.0,88.8,5.0,4.78 Lakh,4.5,4.78,False,False,True,11,0.20930232558139536
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,First,15.0,1396.0,98.6,5.0,4.78 Lakh,4.75,4.78,False,True,False,12,0.31666666666666665
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,First,19.67,1582.0,126.2,5.0,4.78 Lakh,13.54,4.78,False,False,True,6,0.6883579054397558
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,First,13.0,2143.0,201.1,5.0,4.78 Lakh,23.41,4.78,False,False,False,10,1.8007692307692307
3234,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Second,12.55,2982.0,168.5,7.0,4.78 Lakh,19.25,4.78,False,False,False,12,1.5338645418326693
3235,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,First,9.0,1984.0,181.0,5.0,4.78 Lakh,20.0,4.78,False,False,False,10,2.2222222222222223
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,14.21,2143.0,203.0,5.0,4.78 Lakh,13.0,4.78,False,False,False,14,0.9148486980999295
3237,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,First,10.2,2354.0,180.0,5.0,4.78 Lakh,3.99,4.78,False,True,True,15,0.39117647058823535
3238,Honda Amaze S i-Dtech,Pune,2015,110000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,4.65,4.78,False,False,True,10,0.1802325581395349
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,First,28.4,1248.0,73.75,5.0,8.95 Lakh,4.65,8.95,False,False,True,12,0.16373239436619721
3240,Maruti Swift LXI,Kolkata,2013,60000,First,18.6,1197.0,85.8,5.0,4.78 Lakh,3.15,4.78,False,True,True,12,0.1693548387096774
3241,Toyota Corolla Altis G HV AT,Delhi,2013,56000,First,14.53,1798.0,138.1,5.0,4.78 Lakh,8.25,4.78,False,True,False,12,0.5677907777013077
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Second,11.49,4367.0,335.3,5.0,4.78 Lakh,65.0,4.78,False,False,False,13,5.657093124456049
3243,Maruti Swift VDI,Chennai,2012,63000,First,22.9,1248.0,74.0,5.0,4.78 Lakh,4.5,4.78,False,False,True,13,0.19650655021834063
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,16.3,1956.0,170.0,5.0,23.19 Lakh,17.5,23.19,False,False,True,8,1.0736196319018405
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,First,20.4,1197.0,81.8,5.0,4.78 Lakh,4.31,4.78,False,True,True,9,0.21127450980392157
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,First,18.7,1199.0,88.7,5.0,4.78 Lakh,6.2,4.78,False,True,True,9,0.3315508021390375
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,First,16.47,1198.0,73.9,5.0,4.78 Lakh,3.32,4.78,False,True,True,14,0.201578627808136
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,First,12.9,1799.0,130.0,5.0,4.78 Lakh,3.75,4.78,False,True,False,14,0.29069767441860467
3250,Toyota Etios G SP,Bangalore,2013,132000,First,16.78,1496.0,88.73,5.0,4.78 Lakh,4.7,4.78,False,True,True,12,0.2800953516090584
3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,First,17.01,1591.0,121.3,5.0,4.78 Lakh,6.5,4.78,False,True,True,9,0.3821281599059376
3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,First,12.8,2494.0,102.0,8.0,4.78 Lakh,7.25,4.78,False,False,True,16,0.56640625
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,First,22.7,1598.0,118.0,5.0,4.78 Lakh,8.94,4.78,False,False,True,9,0.3938325991189427
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,19.0,1194.0,94.68,5.0,8.24 Lakh,7.34,8.24,False,True,True,7,0.3863157894736842
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,First,21.4,1197.0,83.1,5.0,4.78 Lakh,6.9,4.78,False,True,True,9,0.3224299065420561
3256,Honda Jazz V,Mumbai,2016,31378,First,18.2,1199.0,88.7,5.0,8.71 Lakh,5.9,8.71,False,True,True,9,0.3241758241758242
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,First,22.32,1582.0,126.3,5.0,4.78 Lakh,6.75,4.78,False,False,False,12,0.3024193548387097
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,4.1,4.78,False,False,True,11,0.15891472868217052
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,18.51,1968.0,147.51,5.0,44.75 Lakh,27.0,44.75,False,False,False,8,1.458670988654781
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,15.0,1598.0,103.52,5.0,4.78 Lakh,4.5,4.78,False,True,True,11,0.3
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,17.11,1968.0,174.33,5.0,4.78 Lakh,14.5,4.78,False,False,False,12,0.8474576271186441
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,First,23.4,1248.0,74.0,5.0,4.78 Lakh,5.25,4.78,False,False,True,11,0.22435897435897437
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,22.3,1248.0,74.0,5.0,4.78 Lakh,1.2,4.78,False,False,True,13,0.05381165919282511
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,12.99,2494.0,100.6,8.0,4.78 Lakh,4.95,4.78,False,False,True,19,0.3810623556581986
3265,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,19.64,1461.0,108.45,5.0,4.78 Lakh,7.5,4.78,False,False,True,12,0.3818737270875764
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,87.57 Lakh,48.0,87.57,False,True,False,10,4.8
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,4.45,4.78,False,False,True,10,0.17248062015503876
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,95.13 Lakh,59.65,95.13,False,False,False,7,5.155574762316335
3269,Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,4.78 Lakh,4.38,4.78,False,False,True,10,0.18879310344827585
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,4.78 Lakh,7.9,4.78,False,False,True,9,0.28123887504449985
3271,Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,62.0,5.0,4.78 Lakh,1.88,4.78,False,True,True,17,
3272,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1197.0,74.0,5.0,4.78 Lakh,10.5,4.78,False,False,False,17,0.5681818181818181
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,8.57 Lakh,7.29,8.57,False,True,False,7,0.34065420560747667
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,4.78 Lakh,6.0,4.78,False,False,True,13,0.2553191489361702
3275,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,140.0,7.0,4.78 Lakh,6.7,4.78,False,False,True,14,0.41875
3276,Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,4.78 Lakh,1.5,4.78,False,True,True,16,0.07614213197969544
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,35 Lakh,23.8,35.0,False,False,False,9,1.1497584541062802
3278,Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,140.0,7.0,4.78 Lakh,7.77,4.78,False,False,True,11,0.5145695364238411
3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,4.78 Lakh,3.32,4.78,False,True,True,13,0.18526785714285712
3280,Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,74.0,5.0,4.78 Lakh,4.94,4.78,False,False,True,10,0.21572052401746727
3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,4.78 Lakh,11.0,4.78,False,False,False,12,0.55
3282,Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,4.78 Lakh,3.4,4.78,False,True,True,9,0.1350814461660707
3283,Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,74.0,5.0,4.78 Lakh,4.17,4.78,False,False,True,12,0.18209606986899565
3284,Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,60.0,5.0,4.78 Lakh,1.25,4.78,False,True,True,20,0.0722543352601156
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,82.0,5.0,4.78 Lakh,5.45,4.78,False,True,False,9,0.28835978835978837
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,4.78 Lakh,2.59,4.78,False,False,True,13,0.12263257575757575
3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,4.78 Lakh,12.01,4.78,False,False,True,10,0.750625
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,4.78 Lakh,2.45,4.78,False,True,True,15,0.14
3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,4.78 Lakh,29.0,4.78,False,False,False,10,1.8436109345200253
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,4.78 Lakh,11.99,4.78,False,False,False,15,0.8079514824797844
3292,Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,4.78 Lakh,7.9,4.78,False,True,False,10,0.4388888888888889
3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,102.0,7.0,4.78 Lakh,6.25,4.78,False,False,True,15,0.48828125
3294,Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,4.78 Lakh,1.8,4.78,False,True,True,14,0.0967741935483871
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,4.78 Lakh,4.9,4.78,False,True,True,10,0.2620320855614974
3297,Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,75.0,5.0,4.78 Lakh,2.25,4.78,False,True,True,15,0.12458471760797343
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,4.78 Lakh,8.89,4.78,False,True,False,8,0.4649581589958159
3299,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,4.78 Lakh,15.0,4.78,False,False,False,13,1.195219123505976
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,99.0,5.0,7.56 Lakh,5.65,7.56,False,False,True,7,0.2164750957854406
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,4.78 Lakh,7.0,4.78,False,False,True,11,0.33702455464612424
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,4.78 Lakh,2.95,4.78,False,True,True,9,0.12972735268249783
3303,Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,4.78 Lakh,3.3,4.78,False,True,True,12,0.17010309278350516
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,110.0,5.0,4.78 Lakh,3.5,4.78,False,False,True,15,0.2160493827160494
3305,Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,100.0,5.0,4.78 Lakh,2.3,4.78,False,True,True,18,0.17968749999999997
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,4.78 Lakh,13.69,4.78,False,False,True,8,0.6959837315709201
3307,Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,4.78 Lakh,3.1,4.78,False,False,True,12,0.13141161509114033
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,4.78 Lakh,12.75,4.78,False,True,True,11,0.9486607142857143
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,4.78 Lakh,13.75,4.78,False,False,True,8,0.6990340620233858
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,4.78 Lakh,6.75,4.78,False,True,True,8,0.3609625668449198
3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,4.78 Lakh,5.25,4.78,False,False,True,11,0.2555988315481986
3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,140.0,7.0,4.78 Lakh,8.75,4.78,False,False,True,10,0.546875
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,100.0,7.0,4.78 Lakh,8.87,4.78,False,False,True,8,0.4797187669010276
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,142.0,5.0,4.78 Lakh,6.5,4.78,False,True,False,15,0.5855855855855856
3315,Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,4.78 Lakh,4.5,4.78,False,False,True,13,0.21665864227250842
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,4.78 Lakh,12.5,4.78,False,False,True,13,0.9742790335151987
3317,Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,4.78 Lakh,16.8,4.78,False,False,False,11,1.3386454183266931
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,4.78 Lakh,8.75,4.78,False,False,True,9,0.4212806933076553
3319,Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,4.78 Lakh,8.5,4.78,False,False,False,12,0.4358974358974359
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,4.78 Lakh,2.21,4.78,False,True,True,14,0.10854616895874264
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,4.78 Lakh,1.6,4.78,False,True,True,13,0.09523809523809523
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,4.78 Lakh,6.25,4.78,False,True,False,9,0.4032258064516129
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,130.0,5.0,4.78 Lakh,2.25,4.78,False,True,False,18,0.1744186046511628
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,136.0,5.0,43.07 Lakh,25.75,43.07,False,False,False,6,1.4385474860335197
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,4.78 Lakh,6.75,4.78,False,True,True,15,0.5136986301369862
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,4.78 Lakh,6.25,4.78,False,False,True,10,0.22249911000355999
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,4.78 Lakh,5.1,4.78,False,False,True,12,0.22466960352422907
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,4.78 Lakh,10.75,4.78,False,False,False,16,1.2356321839080462
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,70.0,5.0,4.78 Lakh,5.7,4.78,False,False,True,9,0.23750000000000002
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,105.0,5.0,4.78 Lakh,5.95,4.78,False,False,True,12,0.2902439024390244
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,4.78 Lakh,2.4,4.78,False,False,True,13,0.09433962264150943
